title,matched_categories_ml,matched_scores_ml,source
"이베스트투자증권, 대학생을 위한 주식투자강연회 개최",,,industry_risk
"이베스트투자증권, 염블리와 함께하는 '대학생 투식주자강연회' 개최",,,industry_risk
"[2023 대학대상/국제역량 우수대학] 한양대, 대학의 국제화 선도…교원...",,,industry_risk
지역사회 공동성장과 환자를 위한 인식 개선에 진심 '(주)한국얀센' [ES...,,,industry_risk
"영산대, 장난감자원순환 ‘코끼리공장’ 방문… ESG 실현 노력",지역사회 ESG 교육 프로그램,0.415,industry_risk
"국민대 글로벌 창업벤처대학원, 10주년 기념행사 준비위원회 발대식 가...",,,industry_risk
"국민대 글로벌 창업벤처대학원, 새로운 도약을 준비한다",,,industry_risk
[지상중계] 2023 대한민국 농식품 ESG 경영대상,"지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성","0.434,0.406",industry_risk
"""순천제일대학교, 지역사회를 위한 자원봉사 대축제""",지역사회 ESG 교육 프로그램,0.41,industry_risk
"경복대, 전문대학 브랜드평판 전국 1위 달성",,,industry_risk
"경복대, 취업률에 이어 전문대학 브랜드평판 '전국 1위'",,,industry_risk
"경복대학교, 전문대학 브랜드평판 ‘전국 1위’ 차지",,,industry_risk
"[ESG성패, 데이터에 달렸다] ""데이터 초점 ESG 포럼은 처음… `공시혼란...","ESG 운영위원회의 다양성,지역사회 ESG 교육 프로그램,ESG 관련 학생 동아리","0.46,0.44,0.432",industry_risk
"""대학 수능 준비에 지친 수험생들, 수목원에서 힐링하세요""",,,industry_risk
"ESG도 생각하는 패션이란? 코오롱FnC, ESG패션 토너먼트 대회 성료",,,industry_risk
"코오롱FnC ""ESG패션 토너먼트 '패션 임팩트 챌린지' 성료""",,,industry_risk
"[주간 ESG] 11월 4주, 은행권 상생 금융 보따리에 관심 집중",,,industry_risk
ESG 경영과 D&I(다양성과 포용성) 실천 4개사 모여 진행된 커리어 데이 ...,,,industry_risk
"서울과학기술대학교, '2023 중앙일보 대학평가'에서 종합 18위, 국립대학...",,,industry_risk
"[ESG 동향] 교보생명, 지속가능경영 업계 '리더'로 자리매김...14년 연속...","ESG 위원회 조직,회계의 투명성 관리,부패예방 및 청렴 강화","0.549,0.442,0.437",industry_risk
기업·공공기관 `ESG 열공`… 대학도 교육과정 확대,"지역사회 ESG 교육 프로그램,지역사회 ESG 파트너십,ESG 운영위원회의 다양성,ESG 관련 학생 동아리","0.467,0.417,0.407,0.402",industry_risk
"[주간 해외 ESG] 11월 셋째 주, COP28 앞두고 기후위기 해결안 잇달아 제...",,,industry_risk
"영산대, 장난감자원순환 ‘코끼리공장’ 방문…ESG 모델 탐구 목적",,,industry_risk
"영산대, 장난감자원순화 '코끼리공장' 방문…ESG 현장탐방 실시",,,industry_risk
"[유통갤러리-ESG] 광동제약, 임직원 대상 청렴윤리경영 교육 외","지역사회 ESG 교육 프로그램,부패예방 및 청렴 강화","0.503,0.477",industry_risk
"[대학소식]경상국립대, 지속가능발전센터-경해여고, 업무 협약 外",지역사회 ESG 교육 프로그램,0.471,industry_risk
"경상국립대-경해여고, '고교-대학 지속가능발전 교육' 활성화 맞손","지역사회 ESG 교육 프로그램,지역사회 ESG 파트너십","0.418,0.406",industry_risk
"경상국립대-경해여고, 고교대학 연계 프로그램 협력",지역사회 ESG 교육 프로그램,0.436,industry_risk
[21일 인천 강화군] 지역 리더 직무(소양)교육 진행 등,,,industry_risk
'충북지역 ESG 생태계 조성을 위한 지역 대학의 과제' 포럼 성료,,,industry_risk
[ESG+메세나] '한국메세나대상'이 발굴한 기업들...20년을 이어온 상생 ...,지역사회 ESG 파트너십,0.465,industry_risk
"은경아 ‘세라트’ 대표, 고려대 경영대학 발전기금 1억원 기부",,,industry_risk
"고려대, 은경아 세라트 대표 경영대학 발전기금 기부식 진행",,,industry_risk
"김이배 제주항공 대표, ESG 경영으로 '공존공생' 꾀한다",지역사회 ESG 교육 프로그램,0.466,industry_risk
경인여대 ‘ESG경영윤리와 식생활 교육’ 주제로 직원 워크샵,지역사회 ESG 교육 프로그램,0.42,industry_risk
"인천 서구 어린이·사회복지급식관리지원센터, 직원 워크샵 'ESG경영윤리...","지역사회 ESG 교육 프로그램,부패예방 및 청렴 강화","0.485,0.41",industry_risk
"인천 서구 어린이·사회복지급식관리지원센터, ESG경영윤리와 식생활 교...",지역사회 ESG 교육 프로그램,0.48,industry_risk
"경복대학교, 전문대학 브랜드평판 '전국 1위' 우수한 교육역량 인증",,,industry_risk
"성균관대 경영전문대학원, 내년 전기 신입생 모집",,,industry_risk
[우리대학 이런학과] 10. 구미대학교 전기융합에너지과,,,industry_risk
"[부산소식] 부산대 임정덕 명예교수, 'K속도 한국 경쟁력' 번역 출간",,,industry_risk
"국제ESG협회, ‘제6회 ESG 경영과 지속가능성 국제 컨퍼런스’ 개최",,,industry_risk
"해양진흥公, ESG 시대에 맞는 해양금융 역할 모색한다",,,industry_risk
"고려대, 한국장애인고용공단과 '장애인 고용증진' 협약",,,industry_risk
"고려대-한국장애인고용공단, ‘장애인 고용 통한 ESG경영 실천’ 업무협...",,,industry_risk
"장애인고용公·고려대, 장애인 고용안정·확대로 ESG경영 실천 '맞손'",,,industry_risk
"한국장애인고용공단, 고려대와 '장애인 고용을 통한 ESG경영 실천' 맞손",,,industry_risk
"고려대학교, 한국장애인고용공단과 '장애인 고용을 통한 ESG경영 실천' ...",,,industry_risk
[1.5°C HOW 칼럼] COP28 기후변화 당사국총회와 ESG경영-정의로운 전환,"ESG 교육과정 및 교수학습 방법,ESG 관련 학생 동아리,ESG 비교과 프로그램 개발 및 운영,ESG 운영위원회의 다양성","0.418,0.418,0.417,0.406",industry_risk
전국 주요 대학식당의 예약·결제 ‘한번에’,,,industry_risk
"원광대 SW중심대학사업단, SDGs 소셜벤처 챔피언십 수상",,,industry_risk
동서대 LINC3.0 사업단 전국 10개 LINC3.0 사업단과 ESG 대학연합 업무협...,지역사회 ESG 교육 프로그램,0.417,industry_risk
"ESG 종합등급 1위 경기도 수원시, 2위 안양시, 3위 하남시",지역사회 ESG 교육 프로그램,0.428,industry_risk
"창원고등학교, '아름다운학교 교육부장관상' 수상",,,industry_risk
[기자수첩] 기업 생존의 필수 조건 될 'ESG' 경영,지역사회 ESG 교육 프로그램,0.427,industry_risk
"서경대, '2023년 대학혁신지원사업 Global CORE Project(Program B, C)' 성료",,,industry_risk
"경상국립대, 대한민국ESG대상 '경남도지사상' 수상",지역사회 ESG 교육 프로그램,0.427,industry_risk
"경상국립대 지속가능발전센터, ‘대한민국ESG대상’ 경남도지사상 수상","지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성","0.452,0.416",industry_risk
"유한대, 재학생 및 부천시 지역사회 고등학생과'ESG 플로깅 봉사'진행",,,industry_risk
"해피플러스,24~25일 구미에서 ESG 경영 전문가 양성 교육","지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성,ESG 관련 학생 동아리","0.5,0.449,0.41",industry_risk
"김제홍 충북ESG포럼 대표, 청주 청원 출마 선언",,,industry_risk
[대학소식]창원대 LINC3.0사업단 'Net-Zero Week' 성료 外,"지역사회 ESG 파트너십,ESG 관련 캠페인","0.446,0.438",industry_risk
"이중근 부영회장, 남다른 교육 사회공헌 헌신 ""참인재 육성""","지역사회 ESG 교육 프로그램,ESG 위원회 조직,부패예방 및 청렴 강화,지역사회 ESG 파트너십,ESG 운영위원회의 다양성","0.515,0.487,0.427,0.418,0.401",industry_risk
전국 226개 기초지방자치단체 ESG 평가결과 발표…“지방‧국가 지속가...,,,industry_risk
전국 226개 기초지방자치 단체 ESG 평가결과…종합등급 1위는 수원시,지역사회 ESG 교육 프로그램,0.443,industry_risk
"DGB사회공헌재단, 'With-U 대학생봉사단' 해단식",,,industry_risk
"DGB금융그룹, 위드 유 대학생봉사단 해단식",,,industry_risk
"DGB금융그룹, With-U 대학생봉사단 해단식",,,industry_risk
"DGB금융그룹, With-U 대학생봉사단 마무리…후원금 1억원 전달",,,industry_risk
"성운대, 'ESG 교육 선포식 - TOGETHER SWU' 개최","지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성","0.498,0.401",industry_risk
“우리 아바타로 만나요” 메타버스에서 열린 ESG 아이디어 경진 대회,ESG 운영위원회의 다양성,0.408,industry_risk
"춘해보건대 ""메타버스 기반 ESG 아이디어 경진대회"" 2년 연속 대상 수상","지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성","0.42,0.402",industry_risk
서울신학대 2023년 하반기 대학기관평가인증 획득,,,industry_risk
"CJ푸드빌 ""인권 중심의 ESG 경영 실천에 앞장""","ESG 위원회 조직,부패예방 및 청렴 강화,지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성","0.485,0.44,0.43,0.404",industry_risk
"CJ푸드빌, 인권 중심 ESG 경영 실천 앞장...""다양성·형평성·포용성""","ESG 위원회 조직,부패예방 및 청렴 강화,지역사회 ESG 교육 프로그램","0.487,0.472,0.453",industry_risk
"CJ푸드빌, 인권 중심의 ESG 경영 실천에 앞장…함께 일하는 조직문화 구...","ESG 위원회 조직,지역사회 ESG 교육 프로그램,부패예방 및 청렴 강화,회계의 투명성 관리","0.474,0.473,0.44,0.404",industry_risk
"성균관대, '대학의 사회적 가치 실현과 ESG' 대학교육혁신 워크숍",,,industry_risk
"성균관대 대학혁신과공유센터, 제24차 대학교육혁신 워크숍 성료","지역사회 ESG 교육 프로그램,ESG 관련 학생 동아리","0.438,0.404",industry_risk
"오산대, `2023년 사립대학 경영개선 우수사례 발굴 공모전` 우수상 선정",,,industry_risk
"광주대, 사립대학 경영개선 우수사례 ‘최우수상’",,,industry_risk
전국 보건 인재들과 함께 지속가능발전을 위한 ESG 경영 실천을 구상하...,"지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성","0.459,0.433",industry_risk
삼육보건대 'SDGs 목표를 다루는 ESG 해커톤 프로그램' 성료,지역사회 ESG 교육 프로그램,0.405,industry_risk
"LS그룹, 창립행사 대신 환아 기부로…그룹도 계열사도 'ESG'",,,industry_risk
대학 최초로 ‘ESG 경영’ 선포…환경보호 실천 캠퍼스 조성,"지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성,청정 재생에너지,ESG 관련 학생 동아리,에너지 사용 절감 및 체계적 관리","0.504,0.49,0.458,0.456,0.448",industry_risk
"광주대, 사립대학 경영개선 우수사례 공모전서 최우수상 수상",,,industry_risk
광주대 2023 사립대학 경영개선 우수사례 공모전 최우수상 수상,,,industry_risk
"현대홈쇼핑, 파주 파평중에 최신 방송실 선물...ESG 경영 행보",지역사회 ESG 교육 프로그램,0.456,industry_risk
"서울대 환경대학원, 도시환경분야 최고 전문가 과정 운영","ESG 관련 캠페인,ESG 비교과 프로그램 개발 및 운영,ESG 교육과정 및 교수학습 방법","0.443,0.431,0.419",industry_risk
경복대 ESG 카드뉴스 경진대회 시상식 개최,"ESG 운영위원회의 다양성,지역사회 ESG 교육 프로그램,ESG 관련 학생 동아리","0.479,0.448,0.434",industry_risk
총장도 학생도 '메타버스'로 입장…깜짝 놀랄 ESG 실천 아이디어들,"지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성,ESG 관련 학생 동아리","0.465,0.441,0.414",industry_risk
"한국승강기대학교, 2회 메타버스 기반 'ESG 아이디어 경진 대회' 성료",,,industry_risk
부울경 4개 대학 공동 개최 '메타버스 기반 ESG 아이디어 경진 대회' 열...,"ESG 관련 학생 동아리,지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성","0.41,0.406,0.403",industry_risk
"대한상의, 우수 ESG 경영 사례 영상 콘텐츠 'S'편 공개","지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성,ESG 관련 학생 동아리","0.501,0.438,0.419",industry_risk
ESG 'S' 분야 잘하려면? .... 출산장려 직장으로 만들어보세요,"지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성,ESG 관련 학생 동아리","0.511,0.433,0.416",industry_risk
"전북대–전북지방변호사회, 글로벌융합대학 '맞손'",,,industry_risk
"전북대 글로벌융합대학, 전북지방변호사회와 '맞손'",지역사회 ESG 파트너십,0.49,industry_risk
전북대 글로벌융합대학·전북변호사회 지역인재 양성 의기투합,지역사회 ESG 파트너십,0.43,industry_risk
전북대 글로벌융합대학 전라북도지방변호사회와 업무협약 체결,지역사회 ESG 파트너십,0.451,industry_risk
수원대 국내 ESG 대학 부문에서 대상 수상,"ESG 관련 학생 동아리,지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성","0.519,0.452,0.441",industry_risk
각 분야 ESG 우수사례 한자리에…'한국ESG대상 시상식 및 우수사례 발표...,"지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성,ESG 관련 학생 동아리","0.468,0.416,0.409",industry_risk
"""ESG 역량을 높여라""…서울대 환경대학원, '제3기 ESG 전문가 과정' 모집","지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성,ESG 관련 학생 동아리","0.494,0.469,0.422",industry_risk
플립러닝 확대하고 융합트랙 늘리는 등 교육혁신 주도,,,industry_risk
호남대 용현 주임 부총리·교육부장관 표창,"지역사회 ESG 교육 프로그램,에너지 사용 절감 및 체계적 관리","0.408,0.405",industry_risk
"용현 호남대 행정처 주임, 부총리 겸 교육부장관 표창 수상",,,industry_risk
"서울대학교 환경대학원, ‘제3기 ESG 전문가 과정’ 모집…ESG 핵심 인재...","지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성,ESG 관련 학생 동아리","0.498,0.463,0.441",industry_risk
"하나금융, 거점대학과 청년 일자리 창출…1500명 창업교육",,,industry_risk
"하나금융 ""지역거점대학 학생 1500명 창업 지원""",,,industry_risk
"하나금융그룹, 지역 거점대학과 청년 사업가 육성 앞장",,,industry_risk
"하나금융, 지역 거점대학과 손잡고 청년 일자리 창출",,,industry_risk
"하나금융, 지역 거점대학과 함께 '청년 일자리' 창출 앞장",,,industry_risk
"인천환경공단, 인하대와 ‘지역 청년 ESG Leader 양성’ 협약","지역사회 ESG 교육 프로그램,지역사회 ESG 파트너십","0.469,0.426",industry_risk
"인천환경공단, 인하대학교 프론티어학부와 '지역 청년 ESG Leader 양성' 위...","지역사회 ESG 교육 프로그램,지역사회 ESG 파트너십","0.437,0.427",industry_risk
"하나금융, 지역거점대학과 청년 창업가 1500명 육성",,,industry_risk
"하나금융, 지역 거점대학과 맞손…청년 1500명 창업 지원",,,industry_risk
"하나금융그룹, 지역 거점대학과 청년 일자리 창출 앞장",,,industry_risk
계원예대 사회적 가치 실현 ESG 전시 참가,"지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성,ESG 관련 학생 동아리,폐기물 배출,ESG 관련 캠페인,청정 재생에너지","0.562,0.513,0.494,0.418,0.416,0.407",industry_risk
계원예술대 사회적 가치 실현 ESG 전시(모두의 사회적 경제 X ESG 콘퍼런...,"지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성,ESG 관련 학생 동아리","0.527,0.473,0.457",industry_risk
"현대건설, ESG실천…임직원 사랑나눔기금 2억4000만원 기부",지역사회 ESG 교육 프로그램,0.406,industry_risk
"한국환경공단 광주전남제주본부, 탄소중립 생활화 지역민 환경교육","지역사회 ESG 교육 프로그램,ESG 관련 캠페인","0.455,0.434",industry_risk
"하나금융, 지역 거점 대학과 손잡고 청년 창업가 육성",,,industry_risk
"하나금융, '지역 거점대학 지원 프로그램' 성과공유회 개최",,,industry_risk
"하나금융, 지역대학과 청년창업가 발굴...소셜벤처 유니버시티 성과공유...",,,industry_risk
"유튜브 스타 나오는 '코딩 교육' 드라마…텐마인즈, CES 최고혁신상[Gee...",,,industry_risk
"신한은행, 대학생 홍보대사 '신.대.홍' 40기 모집",,,industry_risk
"수원시, 대학생 환경교육 서포터즈 ‘그린크루1기’해단식","ESG 관련 캠페인,지역사회 ESG 교육 프로그램","0.473,0.434",industry_risk
"이주호 인천테크노파크 원장, 'ESG 전문가과정'에서 'ESG 경영과 테크노...",지역사회 ESG 교육 프로그램,0.406,industry_risk
"ISSB ESG 공시기준 번역본 공개...""수출 기업 ISSB 기준 숙지 필요""",,,industry_risk
융복합 교육-동반성장 전략으로 더 큰 미래를 연다,,,industry_risk
용인예술과학대 2023 제1회 경기도평생배움대학 우수 교육기관 선정,,,industry_risk
"용인예술과학대, '제1회 경기도평생배움대학 졸업식'서 캠퍼스 부문 우...",,,industry_risk
"경복대학교 학생성공상담센터, 교육부 '2023년 성폭력 없는 안전한 캠퍼...",,,industry_risk
서울대-ESG행복경제연구소 제3기 ESG 전문가 과정 개강,"지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성,ESG 관련 학생 동아리","0.445,0.423,0.4",industry_risk
출범 6개월 해남군 교육재단…‘교육도시 해남’ 큰 틀 만들었다,,,industry_risk
해남군 교육재단 출범 6개월…'교육도시 해남' 성큼,,,industry_risk
"해남군 교육재단, ‘해남형 교육정책’..지역인재 양성",,,industry_risk
"해남군 교육재단 출범 6개월, '교육도시 해남' 큰 틀 만든다",,,industry_risk
12월 4주차 국내 ESG 핫클립,"청정 재생에너지,ESG 관련 캠페인,ESG 위원회 조직,에너지 사용 절감 및 체계적 관리,지역사회 ESG 파트너십","0.463,0.435,0.426,0.418,0.401",industry_risk
"EY한영 ESG 임팩트 허브, 석좌연구교수 3명 위촉","ESG 관련 학생 동아리,지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성","0.43,0.426,0.423",industry_risk
"EY한영 ESG 임팩트 허브, 옥용식·이수열·정동일 석좌교수 위촉","ESG 운영위원회의 다양성,지역사회 ESG 교육 프로그램,ESG 관련 학생 동아리","0.473,0.453,0.432",industry_risk
"“ESG, 잘 알죠!” 영산대, 기숙사 통합체육대회 개최","지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성,ESG 관련 학생 동아리","0.501,0.499,0.425",industry_risk
"전북대학교 글로벌융합대학, 전라북도지방변호사회 지역 인재양성 '맞손...",지역사회 ESG 파트너십,0.416,industry_risk
평택대 학교법인 피어선기념학원 전국대학노동조합 평택대지부와 임금...,교직원 복지향상 노력,0.433,industry_risk
"""학생들이 이끄는 변화"" 경복대, 'ESG 카드뉴스 경진대회 시상식' 개최","ESG 운영위원회의 다양성,지역사회 ESG 교육 프로그램,ESG 관련 학생 동아리","0.491,0.458,0.436",industry_risk
"전북대 글로벌융합대학, 전라북도지방변호사회 '맞손'",지역사회 ESG 파트너십,0.423,industry_risk
"소진공, 재생PC 100대 기부로 ESG경영 실천",지역사회 ESG 교육 프로그램,0.423,industry_risk
"소진공, '사랑의 PC' 100대 기부로 ESG경영 실천",,,industry_risk
"소상공인시장진흥공단, 재생PC 100대 기부로 ESG경영 실천",지역사회 ESG 교육 프로그램,0.417,industry_risk
[현장] 대학혁신 교육으로 통하는 2호선 'SUB-WAY' 공개,,,industry_risk
[부산소식] 부산대 주관 '대학원 혁신 성과 포럼' 개최,,,industry_risk
"한국ESG경영원, '제2회 대학 ESG 세미나' 내년 1월 26일 개최",ESG 관련 학생 동아리,0.422,industry_risk
"[유통갤러리-ESG] 유유제약, 세명대와 산학협력 협약 外",,,industry_risk
"특구재단, 공공 디지털 ESG 활동 앞장",지역사회 ESG 교육 프로그램,0.403,industry_risk
"특구재단, 공공 디지털 ESG 자원순환에 앞장",,,industry_risk
"연구개발특구진흥재단, 초록우산에 ESG활동 수익금 ""1300만원 전달""",,,industry_risk
"경복대, ESG 위원회 발족","ESG 운영위원회의 다양성,지역사회 ESG 교육 프로그램,ESG 관련 학생 동아리","0.493,0.487,0.436",industry_risk
경복대학교 ESG 위원회 발족식 및 KBU ESG 헌장 채택,"ESG 운영위원회의 다양성,지역사회 ESG 교육 프로그램,ESG 관련 학생 동아리","0.501,0.492,0.447",industry_risk
"[인사] 해양경찰청, 한국투자금융지주, 서울 등 지방교육청 외",,,industry_risk
"해남군 교육재단 출범 6개월···""더 큰 틀 만든다""",,,industry_risk
"한국금융인재개발원, 강남구청 열린대학 주식투자교육 마무리",지역사회 ESG 교육 프로그램,0.405,industry_risk
"DL이앤씨, 협력사 대상 맞춤형 교육 2기 수료생 배출",지역사회 ESG 파트너십,0.409,industry_risk
[UNN 리포트] 대학생활을 업그레이드시키는 '슬기로운 겨울방학 생활 팁...,,,industry_risk
"배상훈 성균관대 교수 ""글로컬대학30 선정 대학 5대 혁신모델 갖춰""",,,industry_risk
"[함께가자 우리ESG] 매일유업, '가족친화인증 최고기업' 선정...14년간 연...",ESG 위원회 조직,0.419,industry_risk
"서금원, ESG경영혁신대상 최우수기관 선정…기보, 6년 연속 부산교육메...",지역사회 ESG 교육 프로그램,0.432,industry_risk
"[함께가자 우리ESG] 기보, 6년 연속 부산 '교육메세나패' 수상",,,industry_risk
"MIR마케팅혁신연구와 취업뽀개기, 2023년 ESG혁신브랜드대상 수상",,,industry_risk
[인사] 경남도교육청 외,,,industry_risk
"[배화여대] 디지털 혁신 인재양성 대학… ""교육에 아낌없이 투자한다""",,,industry_risk
"SK텔레콤, 3분기 통신업계 ESG경영 관심도 1위…LGU+·KT 순",,,industry_risk
"SK텔레콤, 3분기 ESG경영 관심도 1위…LG유플러스·KT 순",지역사회 ESG 교육 프로그램,0.409,industry_risk
"SKT, 3분기 통신업계 ESG 관심도 1위... LG유플러스·KT 순","지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성","0.476,0.405",industry_risk
유한대 'ESG위원회 회의' 개최,"ESG 관련 학생 동아리,지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성","0.41,0.409,0.407",industry_risk
"이해욱 회장, ESG 경영 성과 인정 받아…DL이앤씨, 중대처벌법 전략 교육...","지역사회 ESG 교육 프로그램,부패예방 및 청렴 강화,ESG 운영위원회의 다양성,작업장의 건강 및 안전","0.52,0.439,0.433,0.403",industry_risk
"유한대, 사회적 가치 실현 위한 'ESG위원회' 회의 개최",,,industry_risk
"케이푸드인랩, 한국호텔업협회와 ESG 전문인력 키운다","지역사회 ESG 파트너십,지역사회 ESG 교육 프로그램,폐기물 배출","0.459,0.454,0.417",industry_risk
"인하대, '인천지역 공기업 ESG 경영혁신 아이디어 공모전' 개최",,,industry_risk
"경북도민행복대학, 올해 첫 명예박사 60명 배출",,,industry_risk
"경북도민행복대학 1,000명 학위 수여식",,,industry_risk
"이철우 경북지사 ""도민행복대학 졸업생 도전과 열정 응원""…박사 60명 배...",,,industry_risk
경복대 2023 KBU 혁신성과포럼 개최.. 지역상생 발전방안 모색/대학혁신...,,,industry_risk
세종대 '2023 ESG 금융세미나' 개최,ESG 운영위원회의 다양성,0.405,industry_risk
"세종대 ESG연구소·ESG경영학 박사과정, '2023 세종 ESG 금융세미나' 공동...",ESG 운영위원회의 다양성,0.426,industry_risk
"세종대 탄소중립 ESG연구소/세종대 ESG경영학 박사과정, '2023 세종 ESG 금...","ESG 운영위원회의 다양성,지역사회 ESG 교육 프로그램,ESG 관련 학생 동아리","0.444,0.421,0.413",industry_risk
"[대학소식]경상국립대, 탄소중립 캠퍼스 조성에 앞장서 外","ESG 관련 캠페인,지역사회 ESG 파트너십,ESG 위원회 조직,ESG 비교과 프로그램 개발 및 운영,탄소배출량,지역사회 ESG 교육 프로그램,청정 재생에너지","0.523,0.509,0.445,0.434,0.428,0.401,0.4",industry_risk
"경상국립대, 그린캠퍼스 우수대학 선정…탄소중립 캠퍼스 조성에 앞장","ESG 관련 캠페인,지역사회 ESG 파트너십,ESG 비교과 프로그램 개발 및 운영,탄소배출량","0.517,0.502,0.412,0.402",industry_risk
"경상국립대, “그린캠퍼스 추진 우수대학”","ESG 관련 캠페인,지역사회 ESG 파트너십,ESG 비교과 프로그램 개발 및 운영,ESG 관련 학생 동아리","0.491,0.474,0.409,0.404",industry_risk
"경상국립대, '그린캠퍼스 추진성과 우수대학' 선정…환경부장관상 수상","ESG 관련 캠페인,지역사회 ESG 파트너십,ESG 비교과 프로그램 개발 및 운영","0.467,0.446,0.405",industry_risk
"DL이앤씨, 협력사 최고경영자 대상 안전·ESG 전문교육 프로그램 마무리",지역사회 ESG 파트너십,0.423,industry_risk
"한국승강기大 등 부울경 4개 대학, ESG가치 공유·확산 MOU",,,industry_risk
"부울경 4개 대학, ESG 가치 공유체계 구축·확산 업무협약",지역사회 ESG 파트너십,0.491,industry_risk
부산·울산·경남 4개 대학 ESG 가치 공유 체계 구축과 확산을 위한 업무...,,,industry_risk
올해만 치킨 1만1천마리 기부한 BBQ…24년째 이어온 치킨대학 착한기부,지역사회 ESG 교육 프로그램,0.405,industry_risk
"BBQ, 치킨대학 착한기부 1만1000마리 돌파",,,industry_risk
"BBQ, '치킨대학 착한기부'로 1만 1천마리 넘는 치킨 기부",,,industry_risk
BBQ '치킨대학 착한기부' 2억2천만원 상당 치킨 기부,,,industry_risk
"착한기부에 진심 더해....제너시스BBQ 그룹, '치킨대학 착한기부' 지속",,,industry_risk
"한국사학진흥재단, 사립대학 경영개선 우수사례 발굴 공모전 당선작 발...",,,industry_risk
"국립군산대학교 과학영재교육원, '가족이 함께하는 해양생물다양성 보...",,,industry_risk
"DGB금융그룹, 대구시·지역 대학과 손 잡고 지역 미디어 콘텐츠 산업 지...",지역사회 ESG 파트너십,0.405,industry_risk
"㈜케이푸드인랩, 한국호텔업협회와 ESG 전문인력 양성·채용 교류 협약...","지역사회 ESG 교육 프로그램,지역사회 ESG 파트너십","0.436,0.427",industry_risk
"케이푸드인랩- 한국호텔업협회, ESG 전문인력 양성·채용 교류위한 MOU 체...",지역사회 ESG 파트너십,0.438,industry_risk
"BBQ, ‘치킨대학 착한기부’ 지속… 치킨 1만1000마리 복지시설 기부",,,industry_risk
"BBQ, 치킨대학 착한기부 통해 올해 1만 1000마리 기부",,,industry_risk
"BBQ, '치킨대학 착한기부' 올 한 해 1만1000마리 치킨 기부",,,industry_risk
"""전문대 연합 구축한 '메타버시티 2.0'…교육부 '디지털혁신' 사례로 '엄...",,,industry_risk
"레드캡-한국폴리텍Ⅰ대학, 친환경 차량 전문인재 양성 맞손",,,industry_risk
"레드캡투어, 한국폴리텍Ⅰ대학과 친환경 차량 전문인재 양성 협력",,,industry_risk
"레드캡·한국폴리텍Ⅰ대학, '친환경 전기차 정비 전문인재' 양성",캠퍼스 차량,0.431,industry_risk
"레드캡-한국폴리텍Ⅰ대학, 전기차 정비 전문인재 양성 프로그램 도입",,,industry_risk
"경복대학교, 11일 ESG 위원회 발족식 개최","ESG 운영위원회의 다양성,지역사회 ESG 교육 프로그램,ESG 관련 학생 동아리","0.522,0.514,0.475",industry_risk
[K-ESG 경영혁신대상] 유한대학교,"ESG 위원회 조직,지역사회 ESG 교육 프로그램,부패예방 및 청렴 강화,ESG 관련 캠페인,지역사회 ESG 파트너십","0.468,0.445,0.444,0.434,0.425",industry_risk
[최부경의 ESG 들여다보기] 대학의 ESG 경영 정착되려면 구성원과 함께...,"지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성,ESG 관련 학생 동아리","0.563,0.492,0.475",industry_risk
"한국고등직업교육학회, '지속가능 ESG' 뜻깊은 대학생 해커톤 프로그램...","지역사회 ESG 교육 프로그램,ESG 운영위원회의 다양성","0.474,0.46",industry_risk
'벽 허물기' 나선 대전권 대학들… 지역사회 교류 활발,,,industry_risk
두나무 이어 빗썸도 ESG 경영 힘준다,,,industry_risk
"ESG메타버스발전연구원, AI·ESG 전문가 양성 교육 진행",지역사회 ESG 교육 프로그램,0.418,industry_risk
"ESG메타버스발전연구원, '2024년 메가 트렌드(AI와 ESG) 전문가 양성 특...",,,industry_risk
도봉구 지속가능발전교육(ESD) 공동인증 학점제 호평,,,industry_risk
"도봉구, '지속가능발전교육(ESD) 공동인증 학점제 1기 수료자 배출",,,industry_risk
"서강대, 한국ESG연구소와 ESG전문가 육성 협약 체결",,,industry_risk
